adult,militaryContract,coal,socialPercentile,furLeather,environmentPercentile,socialScore,esgPerformance,environmentScore,totalEsg,governanceScore,gmo,catholic,controversialWeapons,nuclear,animalTesting,peerCount,highestControversy,peerGroup,percentile,gambling,alcoholic,governancePercentile,pesticides,palmOil,tobacco,smallArms,Stock Ticker,Sector,Name
False,False,False,0,False,0,8.19,LAG_PERF,3.41,16.07,4.47,False,False,False,False,False,106,0,Software & Services,12.44,False,False,0,False,False,False,False,ADSK,Information Technology,Autodesk
False,False,False,0,False,0,6.27,LAG_PERF,2.98,15.15,5.9,False,False,False,False,False,106,0,Real Estate,10.09,False,False,0,False,False,False,False,ARE,Real Estate,Alexandria Real Estate Equities
False,False,False,0,False,0,9.09,LEAD_PERF,16.62,33.16,7.46,False,False,False,False,True,77,2,Chemicals,72.34,False,False,0,True,False,False,False,FMC,Materials,FMC Corporation
False,False,False,0,False,0,9.94,LAG_PERF,0.71,16.41,5.76,False,False,False,False,False,106,2,Software & Services,13.52,False,False,0,False,False,False,False,PYPL,Information Technology,PayPal
False,False,False,,False,,9.32,UNDER_PERF,0.05,15.38,6,False,False,False,False,False,38,2,Media,10.72,False,False,,False,False,False,False,IPG,Communication Services,Interpublic Group
False,False,False,,False,,14.89,OUT_PERF,11.29,32.39,6.21,False,False,False,False,False,46,2,Transportation,70.18,False,False,,False,False,False,False,LUV,Industrials,Southwest Airlines
False,False,False,0,False,0,9.47,LAG_PERF,0.7,15.23,5.06,False,False,False,False,False,106,2,Software & Services,10.37,False,False,0,False,False,False,False,NLOK,Information Technology,NortonLifeLock
False,False,False,0,False,0,3.06,LAG_PERF,2.89,11.09,5.14,False,False,False,False,False,106,1,Real Estate,3.29,False,False,0,False,False,False,False,EQR,Real Estate,Equity Residential
False,False,False,0,False,0,5.07,LAG_PERF,6.6,17.44,5.77,False,False,False,False,False,31,2,Semiconductors,16.42,False,False,0,False,False,False,False,MU,Information Technology,Micron Technology
False,False,False,0,False,0,9.17,,1.13,21.48,11.18,False,False,False,False,False,87,3,Diversified Financials,29.53,False,False,0,False,False,False,False,BK,Financials,BNY Mellon
False,False,False,0,False,0,8.5,,7.72,21.87,5.64,False,False,False,False,True,28,2,Household Products,30.85,False,False,0,False,False,False,False,CLX,Consumer Staples,Clorox
False,False,False,0,False,0,6.21,LAG_PERF,2.13,14.59,6.24,False,False,False,False,False,87,1,Diversified Financials,8.92,False,False,0,False,False,False,False,CME,Financials,CME Group
False,False,False,0,False,0,7.12,,3.6,20.61,9.89,False,False,False,False,True,58,1,Healthcare,26.54,False,False,0,False,False,False,False,IDXX,Health Care,Idexx Laboratories
False,False,False,0,False,0,7.1,LAG_PERF,0.07,14.28,7.11,False,False,False,False,False,38,2,Media,8.42,False,False,0,False,False,False,False,DIS,Communication Services,The Walt Disney Company
False,False,False,,False,,8.19,UNDER_PERF,3.41,16.07,4.47,False,False,False,False,False,106,0,Software & Services,12.44,False,False,,False,False,False,False,ADSK,Information Technology,Autodesk
False,False,False,,False,,9.01,UNDER_PERF,2.36,16.74,5.36,False,False,False,False,False,87,1,Diversified Financials,14.38,False,False,,False,False,False,False,TROW,Financials,T. Rowe Price
False,False,False,0,False,0,13.61,LEAD_PERF,11.28,30.18,5.29,False,False,False,False,False,46,2,Transportation,62.78,False,False,0,False,False,False,False,UAL,Industrials,United Airlines
False,False,False,0,False,0,8.89,LAG_PERF,0.16,13.03,3.98,False,False,False,False,False,57,1,Retailing,5.99,False,False,0,False,False,False,False,ORLY,Consumer Discretionary,O'Reilly Automotive
False,False,False,0,False,0,5.76,LAG_PERF,3.25,14.71,5.7,False,False,False,False,False,106,1,Real Estate,9.15,False,False,0,False,False,False,False,EQIX,Real Estate,Equinix
False,False,False,0,False,0,9.6,LAG_PERF,1.14,19.54,8.79,False,False,False,False,False,87,2,Diversified Financials,22.99,False,False,0,False,False,False,False,BEN,Financials,Franklin Resources
False,False,False,0,False,0,7.58,LAG_PERF,3.3,15.95,5.08,False,False,False,False,False,54,1,Machinery,12.18,False,False,0,False,False,False,False,XYL,Industrials,Xylem
False,False,False,0,False,0,3.03,LAG_PERF,4.97,13.26,5.27,False,False,False,False,False,15,3,Building Products,6.44,False,False,0,False,False,False,False,JCI,Industrials,Johnson Controls
False,False,False,0,False,0,16.16,,2.78,28.54,9.61,False,False,False,False,False,37,3,Automobiles,56.22,False,False,0,False,False,False,False,TSLA,Consumer Discretionary,Tesla
False,False,False,0,False,0,7.18,LAG_PERF,1.03,17.21,8.99,False,False,False,False,False,96,2,Insurance,15.67,False,False,0,False,False,False,False,PRU,Financials,Prudential Financial
False,False,False,0,False,0,6.41,LAG_PERF,2.11,13.69,5.18,False,False,False,False,False,55,3,Technology Hardware,7.27,False,False,0,False,False,False,False,MSI,Information Technology,Motorola Solutions
False,False,False,0,False,0,5.63,LAG_PERF,4.36,16.67,6.68,False,False,False,False,False,31,3,Semiconductors,14.17,False,False,0,False,False,False,False,INTC,Information Technology,Intel
False,False,False,0,False,0,2.86,LAG_PERF,3.56,10.97,4.55,False,False,False,False,False,106,0,Real Estate,3.07,False,False,0,False,False,False,False,REG,Real Estate,Regency Centers
False,False,False,0,False,0,4.56,LAG_PERF,1.81,11.93,5.56,False,False,False,False,False,87,2,Diversified Financials,4.22,False,False,0,False,False,False,False,NDAQ,Financials,Nasdaq
False,False,False,0,False,0,12.72,LAG_PERF,1.24,19.37,5.41,False,False,False,False,False,106,2,Software & Services,22.45,False,False,0,False,False,False,False,PTC,Information Technology,PTC
False,False,False,0,False,0,5.02,,8.8,20.28,6.47,False,False,False,False,False,31,2,Semiconductors,25.42,False,False,0,False,False,False,False,TXN,Information Technology,Texas Instruments
False,False,False,,False,,12.63,AVG_PERF,2.39,22.66,7.63,False,False,False,False,True,58,3,Healthcare,33.87,False,False,,False,False,False,False,MDT,Health Care,Medtronic
False,False,False,0,False,0,14.89,LEAD_PERF,11.29,32.39,6.21,False,False,False,False,False,46,2,Transportation,70.18,False,False,0,False,False,False,False,LUV,Industrials,Southwest Airlines
False,False,False,0,False,0,7.31,LAG_PERF,3.83,16.26,5.12,False,False,False,False,False,46,0,Transportation,13,False,False,0,False,False,False,False,EXPD,Industrials,Expeditors
False,False,False,0,False,0,2.24,,2.03,9.31,5.04,False,False,False,False,False,55,1,Technology Hardware,1.91,False,False,0,False,False,False,False,KEYS,Information Technology,Keysight Technologies
False,False,False,0,False,0,8.39,LAG_PERF,1.41,15.73,5.94,False,False,False,False,False,106,1,Software & Services,11.6,False,False,0,False,False,False,False,NOW,Information Technology,ServiceNow
False,False,False,0,False,0,7.42,LAG_PERF,1.89,14.57,5.26,False,False,False,False,False,57,2,Retailing,8.9,False,False,0,False,False,False,False,TJX,Consumer Discretionary,TJX Companies
False,False,False,0,False,0,7.26,LAG_PERF,2.22,14.33,4.85,False,False,False,False,False,57,2,Retailing,8.53,False,False,0,False,False,False,False,BBY,Consumer Discretionary,Best Buy
False,False,False,0,False,0,15.44,,0.13,21.78,6.2,False,False,False,False,False,32,1,Commercial Services,30.51,False,False,0,False,False,False,False,IT,Information Technology,Gartner
False,False,False,0,False,0,6.34,LAG_PERF,1.5,16.38,8.53,False,False,False,False,False,96,2,Insurance,13.38,False,False,0,False,False,False,False,HIG,Financials,The Hartford
False,False,False,0,False,0,4.86,LEAD_PERF,18.55,32.28,8.86,False,False,False,False,False,15,2,Construction Materials,69.84,False,False,0,False,False,False,False,MLM,Materials,Martin Marietta Materials
False,False,False,0,False,0,12.68,,2.83,25.17,9.66,False,True,False,False,True,83,3,Pharmaceuticals,43.77,False,False,0,False,False,False,False,PFE,Health Care,Pfizer
False,False,False,0,False,0,16.72,,4.4,27.42,6.31,False,False,False,False,False,36,4,Food Retailers,52.2,False,False,0,False,False,False,False,WMT,Consumer Staples,Walmart
False,False,False,0,False,0,6.96,LAG_PERF,1.07,13.97,5.94,False,False,False,False,False,106,1,Software & Services,7.87,False,False,0,False,False,False,False,ADP,Information Technology,Automatic Data Processing
False,False,False,0,False,0,11.15,LAG_PERF,1.76,19.93,7.02,False,False,False,False,False,32,1,Commercial Services,24.16,False,False,0,False,False,False,False,ROL,Industrials,Rollins
False,False,False,0,False,0,8.39,,1.75,21.16,11.02,False,False,False,False,False,96,2,Insurance,28.32,False,False,0,False,False,False,False,PGR,Financials,Progressive Corporation
False,False,False,0,False,0,10.25,,1.62,21.67,9.81,False,False,False,False,False,38,3,Media,30.22,False,False,0,False,False,False,False,DISH,Communication Services,Dish Network
False,False,False,0,False,0,7.97,LAG_PERF,0.68,14.57,5.92,False,False,False,False,False,106,2,Software & Services,8.91,False,False,0,False,False,False,False,CTXS,Information Technology,Citrix Systems
False,False,False,0,False,0,7.77,,8.05,22.05,6.23,False,False,False,False,True,28,2,Household Products,31.59,False,False,0,False,False,False,False,KMB,Consumer Staples,Kimberly-Clark
False,False,False,0,False,0,7.19,,9.34,22.55,6.02,False,False,False,False,False,9,2,Homebuilders,33.44,False,False,0,False,False,False,False,DHI,Consumer Discretionary,D. R. Horton
False,False,True,0,False,0,7.4,,14.68,27.52,5.43,False,False,False,True,False,108,1,Utilities,52.53,False,False,0,False,False,False,False,WEC,Utilities,WEC Energy Group
False,False,False,0,False,0,11.36,,8.3,28.31,8.66,False,False,False,False,False,54,3,Machinery,55.46,False,False,0,False,False,False,False,PCAR,Industrials,Paccar
False,False,False,0,False,0,7.7,LAG_PERF,1.38,18.18,9.1,False,False,False,False,True,83,1,Pharmaceuticals,18.73,False,False,0,False,False,False,False,ZTS,Health Care,Zoetis
False,False,False,0,False,0,9.08,,9.46,23.72,5.18,False,False,False,False,True,92,3,Food Products,37.97,False,False,0,False,False,False,False,MDLZ,Consumer Staples,Mondelez International
False,False,False,0,False,0,4.25,LAG_PERF,0.59,16.54,11.69,False,False,False,False,False,87,2,Diversified Financials,13.86,False,False,0,False,False,False,False,L,Financials,Loews Corporation
False,False,False,0,False,0,7.23,LAG_PERF,3.83,16.07,5.01,False,False,False,False,False,57,2,Retailing,12.44,False,False,0,False,False,False,False,ULTA,Consumer Discretionary,Ulta Beauty
False,False,False,0,False,0,8.97,LEAD_PERF,18.46,36.53,9.1,False,False,False,False,False,66,1,Oil & Gas Producers,81.93,False,False,0,False,False,False,False,PXD,Energy,Pioneer Natural Resources
False,False,False,0,False,0,10.12,,11.98,26.61,4.51,False,False,False,False,False,45,2,Consumer Services,49.35,False,False,0,False,False,False,False,NCLH,Consumer Discretionary,Norwegian Cruise Line Holdings
False,False,False,0,False,0,4.5,,14.26,23.82,5.06,False,False,False,False,False,9,3,Paper & Forestry,38.32,False,False,0,False,False,False,False,IP,Materials,International Paper
False,False,False,0,False,0,6.88,LAG_PERF,2.21,15.92,6.83,False,False,False,False,True,58,1,Healthcare,12.08,False,False,0,False,False,False,False,XRAY,Health Care,Dentsply Sirona
False,False,False,0,False,0,2.48,,1.27,6.99,3.24,False,False,False,False,False,106,1,Real Estate,1.21,False,False,0,False,False,False,False,CBRE,Real Estate,CBRE
False,False,False,0,False,0,10.92,LAG_PERF,1.31,19.18,6.95,False,False,False,False,False,106,2,Software & Services,21.84,False,False,0,False,False,False,False,GPN,Information Technology,Global Payments
False,False,False,0,False,0,6.53,LAG_PERF,6.53,19.66,6.59,False,True,False,False,True,28,2,Household Products,23.42,False,False,0,False,False,False,False,CHD,Consumer Staples,Church & Dwight
False,False,False,0,False,0,13.27,,4.79,28.58,10.52,False,False,False,False,True,58,1,Healthcare,56.37,False,False,0,False,False,False,False,HOLX,Health Care,Hologic
False,False,False,0,False,0,21.01,LEAD_PERF,1.02,32.44,10.41,False,False,False,False,False,106,4,Software & Services,70.37,False,False,0,False,False,False,False,FB,Communication Services,Facebook
False,True,False,0,False,0,7.5,LAG_PERF,5.8,19.36,6.06,False,False,False,False,False,54,2,Machinery,22.43,False,False,0,False,False,False,False,CMI,Industrials,Cummins
False,False,False,0,False,0,7.3,LAG_PERF,6.31,19.68,6.08,False,False,False,False,False,19,1,Electrical Equipment,23.5,False,False,0,False,False,False,False,ROK,Industrials,Rockwell Automation
False,False,False,0,False,0,12.9,,2.75,25.88,10.23,False,False,False,False,True,58,2,Healthcare,46.59,False,False,0,False,False,False,False,BSX,Health Care,Boston Scientific
False,False,False,0,False,0,11.78,LAG_PERF,0.05,19.9,8.06,False,False,False,False,False,87,2,Diversified Financials,24.06,False,False,0,False,False,False,False,AXP,Financials,American Express
False,False,False,0,False,0,18.47,LEAD_PERF,7.18,34.28,8.62,False,False,False,False,False,54,4,Machinery,75.63,False,False,0,False,False,False,False,CAT,Industrials,Caterpillar
False,False,False,0,False,0,9.14,LAG_PERF,1.17,15.52,5.21,False,False,False,False,False,19,3,Textiles & Apparel,11.05,False,False,0,False,False,False,False,PVH,Consumer Discretionary,PVH
False,False,False,0,False,0,1.52,,15.83,20.8,3.46,False,False,False,False,False,11,2,Containers & Packaging,27.17,False,False,0,False,False,False,False,SEE,Materials,Sealed Air
False,False,False,0,False,0,10.18,,1.88,22.21,10.15,False,False,False,False,False,174,2,Banks,32.04,False,False,0,False,False,False,False,CFG,Financials,Citizens Financial Group
False,False,False,0,False,0,9.72,,10.31,23.85,3.82,False,False,False,False,False,45,3,Consumer Services,38.47,False,False,0,False,False,False,False,CCL,Consumer Discretionary,Carnival Corporation
False,False,False,0,False,0,11.69,,4.52,23.25,7.04,False,False,False,False,False,54,1,Machinery,36.17,False,False,0,False,False,False,False,WAB,Industrials,Wabtec
False,True,False,0,False,0,6.76,LAG_PERF,5.37,17.77,5.65,False,False,False,False,False,19,1,Electrical Equipment,17.5,False,False,0,False,False,False,False,ETN,Industrials,Eaton Corporation
False,False,False,0,False,0,9.32,,5.29,20.45,5.84,False,False,False,False,False,46,2,Transportation,26.04,False,False,0,False,False,False,False,FDX,Industrials,FedEx
False,False,False,0,False,0,9.54,LAG_PERF,0.13,16.93,7.25,False,False,False,False,False,87,2,Diversified Financials,14.85,False,False,0,False,False,False,False,SYF,Financials,Synchrony Financial
False,False,True,0,False,0,9.17,,10.57,25.73,5.99,False,False,False,True,False,108,1,Utilities,45.89,False,False,0,False,False,False,False,PNW,Utilities,Pinnacle West Capital
False,False,False,0,False,0,11.34,,6.88,25.91,7.68,False,False,False,False,True,28,2,Household Products,46.71,False,False,0,False,False,False,False,EL,Consumer Staples,Estée Lauder Companies
False,False,False,0,False,0,9.05,,8.75,21.89,4.09,False,False,False,False,False,45,3,Consumer Services,31,False,False,0,False,False,False,False,MAR,Consumer Discretionary,Marriott International
False,False,False,0,False,0,5.73,,10.39,22.82,6.71,False,False,False,False,True,77,2,Chemicals,34.57,False,False,0,False,False,False,False,IFF,Materials,International Flavors & Fragrances
False,False,True,0,False,0,5.78,,9.8,21.01,5.43,False,False,False,True,False,108,2,Utilities,27.87,False,False,0,False,False,False,False,CMS,Utilities,CMS Energy
False,False,False,0,False,0,11.61,,7.12,25.2,6.47,False,False,False,False,False,54,2,Machinery,43.87,False,False,0,False,False,False,False,AOS,Industrials,A. O. Smith
False,False,False,0,False,0,1.28,LAG_PERF,5.94,10.81,3.59,False,False,False,False,False,77,1,Chemicals,2.95,False,False,0,False,False,False,False,APD,Materials,Air Products & Chemicals
False,False,False,0,False,0,1.41,LAG_PERF,8.89,14.11,3.8,False,False,False,False,False,11,2,Containers & Packaging,8.15,False,False,0,False,False,False,False,PKG,Materials,Packaging Corporation of America
False,False,False,0,False,0,7.69,,9.32,24.51,7.49,False,False,False,False,True,77,1,Chemicals,41.21,False,False,0,False,False,False,False,PPG,Materials,PPG Industries
False,False,False,0,False,0,2.13,,16.64,24.89,6.12,False,False,False,False,True,77,2,Chemicals,42.69,False,False,0,False,False,False,False,LYB,Materials,LyondellBasell
False,False,False,0,False,0,15,,0.08,21.1,6.02,False,False,False,False,False,32,1,Commercial Services,28.15,False,False,0,False,False,False,False,NLSN,Industrials,Nielsen Holdings
False,False,False,0,False,0,4.28,LAG_PERF,3.81,13.94,5.86,False,False,False,False,False,106,1,Real Estate,7.82,False,False,0,False,False,False,False,EXR,Real Estate,Extra Space Storage
False,False,False,0,False,0,9.53,,8.09,21.74,4.13,False,False,False,False,True,92,2,Food Products,30.41,False,False,0,False,False,False,False,GIS,Consumer Staples,General Mills
False,False,False,0,False,0,7.76,LAG_PERF,1.28,17.69,8.65,False,False,False,False,False,45,2,Consumer Services,17.21,True,False,0,False,False,False,False,LVS,Consumer Discretionary,Las Vegas Sands
False,False,False,0,False,0,10.01,,23.91,42.05,8.13,False,False,False,False,False,66,2,Oil & Gas Producers,90.8,False,False,0,False,False,False,False,MRO,Energy,Marathon Oil
False,False,False,0,False,0,8.35,LAG_PERF,1.66,16.88,6.86,False,False,False,False,False,55,2,Technology Hardware,14.74,False,False,0,False,False,False,False,JNPR,Information Technology,Juniper Networks
False,False,False,0,False,0,4.34,LAG_PERF,2.27,12.42,5.82,False,False,False,False,False,105,1,Real Estate,4.3,False,False,0,False,False,False,False,FRT,Real Estate,Federal Realty Investment Trust
False,False,False,0,False,0,6.86,LAG_PERF,0.65,16.41,8.9,False,False,False,False,False,55,3,Technology Hardware,13.51,False,False,0,False,False,False,False,AAPL,Information Technology,Apple
False,False,False,0,False,0,6.83,LAG_PERF,0.09,15.78,8.87,False,False,False,False,False,38,2,Media,11.69,False,False,0,False,False,False,False,NFLX,Communication Services,Netflix
False,True,False,0,False,0,13.68,,9.2,29.2,6.32,False,False,False,False,False,54,2,Machinery,58.96,False,False,0,False,False,False,False,PH,Industrials,Parker-Hannifin
False,False,False,0,False,0,6.01,LAG_PERF,3,14.32,5.32,False,False,False,False,False,46,1,Transportation,8.52,False,False,0,False,False,False,False,JBHT,Industrials,J. B. Hunt
False,False,False,0,False,0,7.82,,7.21,20.75,5.72,False,False,False,False,False,9,1,Homebuilders,26.99,False,False,0,False,False,False,False,NVR,Consumer Discretionary,NVR
False,False,False,0,False,0,5.29,LAG_PERF,3.57,12.64,3.78,False,False,False,False,False,57,2,Retailing,5.33,False,False,0,False,False,False,False,GPC,Consumer Discretionary,Genuine Parts
False,False,False,0,False,0,7.41,LAG_PERF,3.4,15.08,4.27,False,False,False,False,False,57,2,Retailing,9.94,False,False,0,False,False,False,False,DLTR,Consumer Discretionary,Dollar Tree
False,False,False,0,False,0,9.01,LAG_PERF,0.82,16.49,6.67,False,False,False,False,False,106,2,Software & Services,13.74,False,False,0,False,False,False,False,BR,Information Technology,Broadridge Financial Solutions
False,False,False,0,False,0,3.02,LAG_PERF,2.95,10.37,4.4,False,False,False,False,False,106,1,Real Estate,2.52,False,False,0,False,False,False,False,AVB,Real Estate,AvalonBay Communities
False,False,False,,False,,3.83,UNDER_PERF,3.2,12.31,5.28,False,False,False,False,False,106,0,Real Estate,4.81,False,False,,False,False,False,False,UDR,Real Estate,UDR
False,False,False,,False,,8.19,UNDER_PERF,1.46,18.75,9.1,False,False,False,False,False,174,2,Banks,20.4,False,False,,False,False,False,False,FITB,Financials,Fifth Third Bancorp
False,False,False,,False,,9.76,UNDER_PERF,1.38,17.73,6.59,False,True,False,False,True,83,2,Pharmaceuticals,17.4,False,False,,False,False,False,False,DHR,Health Care,Danaher Corporation
False,False,False,,False,,3.29,LAG_PERF,2.4,9.14,3.45,False,False,False,False,False,55,0,Technology Hardware,1.83,False,False,,False,False,False,False,CDW,Information Technology,CDW
False,False,False,,False,,18.63,AVG_PERF,0.16,25.71,6.93,False,False,False,False,False,32,4,Commercial Services,45.86,False,False,,False,False,False,False,EFX,Industrials,Equifax
False,False,False,0,False,0,15.29,,3.7,26.47,7.48,False,True,False,False,True,58,3,Healthcare,48.83,False,False,0,False,False,False,False,BDX,Health Care,Becton Dickinson
False,False,False,0,False,0,8.12,,13.44,28.85,7.29,False,False,False,False,True,77,3,Chemicals,57.43,False,False,0,False,False,False,False,DD,Materials,DuPont
False,False,False,,False,,13.49,AVG_PERF,0.09,21.04,7.45,False,True,False,False,False,58,2,Healthcare,27.97,False,False,,False,False,False,False,CNC,Health Care,Centene Corporation
False,False,False,,False,,6.58,UNDER_PERF,3.04,13.76,4.14,False,False,False,False,False,57,2,Retailing,7.45,False,False,,False,False,False,False,TSCO,Consumer Discretionary,Tractor Supply Company
False,False,False,,False,,13.42,OUT_PERF,14.83,34.79,6.54,False,False,False,False,False,108,2,Utilities,77.15,False,False,,False,False,False,False,ATO,Utilities,Atmos Energy
False,False,True,0,False,0,8.95,LEAD_PERF,17.26,31.62,5.42,False,False,False,False,False,108,2,Utilities,67.59,False,False,0,False,False,False,False,NRG,Utilities,NRG Energy
False,False,False,0,False,0,13.7,,9.12,29.4,6.59,False,False,False,False,False,54,1,Machinery,59.71,False,False,0,False,False,False,False,PNR,Industrials,Pentair
False,False,True,0,False,0,7.64,,14.05,27.53,5.83,False,False,False,True,False,108,2,Utilities,52.6,False,False,0,False,False,False,False,NEE,Utilities,NextEra Energy
False,False,False,0,False,0,12.48,,2.02,22.33,7.83,False,False,False,False,False,106,3,Software & Services,32.51,False,False,0,False,False,False,False,BKNG,Consumer Discretionary,Booking Holdings
False,False,False,0,False,0,8.85,LAG_PERF,2.86,19.39,7.69,False,False,False,False,True,58,2,Healthcare,22.51,False,False,0,False,False,False,False,EW,Health Care,Edwards Lifesciences
False,False,False,0,False,0,17.4,LEAD_PERF,3.43,32.4,11.56,False,True,False,False,True,83,2,Pharmaceuticals,70.21,False,False,0,False,False,False,False,LLY,Health Care,Eli Lilly & Co
False,False,False,0,False,0,10.43,LAG_PERF,1.11,17.2,5.66,False,False,False,False,False,106,2,Software & Services,15.66,False,False,0,False,False,False,False,CTSH,Information Technology,Cognizant Technology Solutions
False,False,False,0,False,0,16.53,,4.8,29.01,7.67,False,False,False,False,True,58,2,Healthcare,58.08,False,False,0,False,False,False,False,TFX,Health Care,Teleflex
False,False,False,0,False,0,3.44,LAG_PERF,2.43,10.87,5,False,False,False,False,False,106,0,Real Estate,3,False,False,0,False,False,False,False,AMT,Real Estate,American Tower
False,False,False,0,False,0,4.95,LAG_PERF,3.51,13.57,5.11,False,False,False,False,False,106,1,Real Estate,7.07,False,False,0,False,False,False,False,BXP,Real Estate,Boston Properties
False,False,False,0,False,0,3.84,LAG_PERF,7.11,16.12,5.16,False,False,False,False,False,15,2,Building Products,12.61,False,False,0,False,False,False,False,TT,Industrials,Trane Technologies
False,False,False,0,False,0,11.2,,10.71,27.62,5.71,False,False,False,True,False,108,3,Utilities,52.93,False,False,0,False,False,False,False,EIX,Utilities,Edison International
False,False,False,,False,,16.68,OUT_PERF,7.72,31.31,6.91,False,False,False,False,False,45,2,Consumer Services,66.66,False,False,,False,False,False,False,DPZ,Consumer Discretionary,Domino's Pizza
False,False,False,,False,,4.56,AVG_PERF,15.61,29.22,9.05,False,False,False,False,False,15,2,Construction Materials,59.02,False,False,,False,False,False,False,VMC,Materials,Vulcan Materials
False,False,False,,False,,9.35,AVG_PERF,6.06,22.12,6.72,False,False,False,False,True,28,3,Household Products,31.83,False,False,,False,False,False,False,CL,Consumer Staples,Colgate-Palmolive
False,False,False,0,False,0,11.34,,9.27,29.95,9.35,False,False,False,False,False,37,3,Automobiles,62.03,False,False,0,False,False,False,False,F,Consumer Discretionary,Ford
False,False,False,0,False,0,11.98,,3.55,26.4,10.87,False,False,False,False,False,45,3,Consumer Services,48.59,True,False,0,False,False,False,False,WYNN,Consumer Discretionary,Wynn Resorts
False,False,False,0,False,0,12.98,,4.66,24.59,6.94,False,False,False,False,True,92,2,Food Products,41.45,False,False,0,False,False,True,False,MO,Consumer Staples,Altria Group
False,False,False,0,False,0,10.52,LAG_PERF,0.97,16.2,4.7,False,False,False,False,False,106,2,Software & Services,12.82,False,False,0,False,False,False,False,INTU,Information Technology,Intuit
False,False,False,,False,,5.42,AVG_PERF,11.98,24.36,6.96,False,False,False,False,True,77,2,Chemicals,40.58,False,False,,False,False,False,False,EMN,Materials,Eastman Chemical
False,False,False,,False,,5.46,UNDER_PERF,4.04,14.25,4.75,False,False,False,False,False,106,0,Real Estate,8.38,False,False,,False,False,False,False,O,Real Estate,Realty Income Corporation
False,False,False,,False,,12.67,AVG_PERF,0.13,20.9,8.1,False,False,False,False,False,58,3,Healthcare,27.53,False,False,,False,False,False,False,DGX,Health Care,Quest Diagnostics
False,False,False,0,False,0,10.83,,0.18,23.84,12.82,False,False,False,False,False,96,0,Insurance,38.41,False,False,0,False,False,False,False,BRO,Financials,Brown & Brown
False,False,False,0,False,0,7.92,LAG_PERF,0.08,11.97,3.98,False,False,False,False,False,57,1,Retailing,4.26,False,False,0,False,False,False,False,KMX,Consumer Discretionary,CarMax
False,False,False,0,False,0,9.34,,7.46,23.29,6.5,False,False,False,False,False,108,3,Utilities,36.33,False,False,0,False,False,False,False,ED,Utilities,Consolidated Edison
False,False,False,0,False,0,12.49,LAG_PERF,1.26,19.23,5.47,False,False,False,False,False,106,1,Software & Services,22.01,False,False,0,False,False,False,False,FFIV,Information Technology,F5 Networks
False,False,False,0,False,0,8.76,LAG_PERF,1.79,16.88,6.33,False,False,False,False,False,57,2,Retailing,14.76,False,False,0,False,False,False,False,UAA,Consumer Discretionary,Under Armour (Class A)
False,False,False,0,False,0,7.56,LAG_PERF,2.17,14.79,5.06,False,False,False,False,False,57,3,Retailing,9.32,False,False,0,False,False,False,False,TGT,Consumer Discretionary,Target Corporation
False,False,False,0,False,0,12.38,,7.12,25.09,5.59,False,False,False,False,False,54,1,Machinery,43.4,False,False,0,False,False,False,False,DOV,Industrials,Dover Corporation
False,False,False,0,False,0,10.63,,22.42,43,9.95,False,False,False,False,True,66,3,Oil & Gas Producers,92.22,False,False,0,False,False,False,False,CVX,Energy,Chevron Corporation
False,False,False,0,False,0,12.39,LEAD_PERF,14.31,36.67,9.97,False,False,False,False,False,92,4,Food Products,82.2,False,False,0,False,False,False,False,TSN,Consumer Staples,Tyson Foods
False,False,False,0,False,0,4.2,LAG_PERF,5.32,13.8,4.27,False,False,False,False,False,18,2,Consumer Durables,7.51,False,False,0,False,False,False,False,MHK,Consumer Discretionary,Mohawk Industries
False,False,False,0,False,0,1.74,,2.5,8.53,4.28,False,False,False,False,False,106,1,Real Estate,1.55,False,False,0,False,False,False,False,PLD,Real Estate,Prologis
False,False,False,0,False,0,13.33,,0.07,22.62,9.22,False,False,False,False,False,87,4,Diversified Financials,33.68,False,False,0,False,False,False,False,COF,Financials,Capital One Financial
False,False,False,,False,,9.71,OUT_PERF,17.53,34.92,7.68,False,False,False,False,False,66,2,Oil & Gas Producers,77.49,False,False,,False,False,False,False,COP,Energy,ConocoPhillips
False,False,False,,False,,8.78,OUT_PERF,17.75,34.39,7.86,False,False,False,False,False,66,2,Oil & Gas Producers,76.03,False,False,,False,False,False,False,DVN,Energy,Devon Energy
False,False,False,0,False,0,16.39,,0.03,22.86,6.44,False,False,False,False,False,58,3,Healthcare,34.7,False,False,0,False,False,False,False,CVS,Health Care,CVS Health
False,False,False,0,False,0,11.83,,1.87,24.39,10.69,False,False,False,False,False,87,2,Diversified Financials,40.75,False,False,0,False,False,False,False,NTRS,Financials,Northern Trust
False,False,False,0,False,0,5.6,LAG_PERF,1.47,13.52,6.46,False,True,False,False,True,83,3,Pharmaceuticals,6.95,False,False,0,False,False,False,False,TMO,Health Care,Thermo Fisher Scientific
False,False,True,0,False,0,7.16,LEAD_PERF,17.83,30.55,5.56,False,False,False,True,False,108,2,Utilities,63.99,False,False,0,False,False,False,False,AEP,Utilities,American Electric Power
False,False,False,0,False,0,9.18,,0.13,21.75,12.44,False,False,False,False,False,96,2,Insurance,30.44,False,False,0,False,False,False,False,AJG,Financials,Arthur J. Gallagher & Co.
False,False,False,0,False,0,7.39,,8.67,21.6,5.55,False,False,False,False,False,31,1,Semiconductors,29.91,False,False,0,False,False,False,False,NXPI,Information Technology,NXP
