adult,militaryContract,coal,socialPercentile,furLeather,environmentPercentile,socialScore,esgPerformance,environmentScore,totalEsg,governanceScore,gmo,catholic,controversialWeapons,nuclear,animalTesting,peerCount,highestControversy,peerGroup,percentile,gambling,alcoholic,governancePercentile,pesticides,palmOil,tobacco,smallArms,Stock Ticker,Sector,Name
False,False,False,0,False,0,8.1,LAG_PERF,0.32,17.23,8.81,False,False,False,False,False,106,4,Software & Services,15.75,False,False,0,False,False,False,False,MA,Information Technology,Mastercard
False,False,False,0,False,0,9.87,,0.7,20.42,9.85,False,False,False,False,False,87,2,Diversified Financials,25.87,False,False,0,False,False,False,False,IVZ,Financials,Invesco
False,True,False,0,False,0,8.51,,8.65,24.01,6.85,False,False,False,False,False,19,1,Electrical Equipment,39.11,False,False,0,False,False,False,False,AME,Industrials,Ametek
False,False,False,0,False,0,4.58,,0.29,9.71,4.83,False,False,False,False,False,106,2,Software & Services,2.12,False,False,0,False,False,False,False,ACN,Information Technology,Accenture
False,False,False,0,False,0,15.79,,0.74,25.08,8.55,False,True,False,False,True,83,4,Pharmaceuticals,43.37,False,False,0,False,False,False,False,JNJ,Health Care,Johnson & Johnson
False,False,False,0,False,0,4.76,LAG_PERF,7.13,16.91,5.02,False,False,False,False,False,31,0,Semiconductors,14.79,False,False,0,False,False,False,False,KLAC,Information Technology,KLA Corporation
False,False,False,0,False,0,10.72,,12.43,28.26,5.11,False,False,False,False,False,92,2,Food Products,55.23,False,False,0,False,False,False,False,MNST,Consumer Staples,Monster Beverage
False,False,False,,False,,12.04,LEAD_PERF,24.61,43.53,6.88,False,False,False,False,False,66,2,Oil & Gas Producers,92.95,False,False,,False,False,False,False,OXY,Energy,Occidental Petroleum
False,False,True,,False,,8.57,AVG_PERF,14.49,27.63,4.56,False,False,False,True,False,108,2,Utilities,53.03,False,False,,False,False,False,False,DUK,Utilities,Duke Energy
False,False,False,,False,,11.56,UNDER_PERF,0.73,19.68,7.39,False,False,False,False,True,58,2,Healthcare,23.49,False,False,,False,False,False,False,LH,Health Care,LabCorp
False,False,False,,False,,9.19,AVG_PERF,7.45,20.25,3.61,False,False,False,False,False,46,3,Transportation,25.32,False,False,,False,False,False,False,CSX,Industrials,CSX
False,False,False,0,False,0,6.93,LAG_PERF,2.58,15.51,5.99,False,False,False,False,False,55,1,Technology Hardware,11.02,False,False,0,False,False,False,False,NTAP,Information Technology,NetApp
False,False,True,0,False,0,9.58,,12.96,29.37,6.84,False,False,False,False,False,108,3,Utilities,59.55,False,False,0,False,False,False,False,FE,Utilities,FirstEnergy
False,False,False,0,False,0,11.14,LAG_PERF,1.27,18.08,5.68,False,False,False,False,False,106,1,Software & Services,18.42,False,False,0,False,False,False,False,FIS,Information Technology,Fidelity National Information Services
False,False,False,,False,,8.66,AVG_PERF,10.69,26.4,7.05,False,False,False,False,False,17,2,Traders & Distributors,48.56,False,False,,False,False,False,False,FAST,Industrials,Fastenal
False,False,False,,False,,11.83,AVG_PERF,9.48,26.46,5.15,False,False,False,False,False,46,2,Transportation,48.79,False,False,,False,False,False,False,DAL,Industrials,Delta Air Lines
False,False,True,,False,,5.65,AVG_PERF,10.04,22.36,6.67,False,False,False,False,False,108,1,Utilities,32.66,False,False,,False,False,False,False,LNT,Utilities,Alliant Energy
False,False,False,,False,,7.32,UNDER_PERF,7.75,18.55,3.48,False,False,False,False,False,39,2,Refiners & Pipelines,19.85,False,False,,False,False,False,False,KMI,Energy,Kinder Morgan
False,False,False,0,False,0,5.33,LAG_PERF,0.05,10.44,5.07,False,False,False,False,False,18,2,Consumer Durables,2.61,False,False,0,False,False,False,False,HAS,Consumer Discretionary,Hasbro
False,False,False,0,False,0,5.98,LAG_PERF,3.41,14.52,5.13,False,False,False,False,False,106,0,Real Estate,8.84,False,False,0,False,False,False,False,SBAC,Real Estate,SBA Communications
False,False,False,0,False,0,12.92,LEAD_PERF,10.28,30.89,7.69,False,False,False,False,False,37,4,Automobiles,65.13,False,False,0,False,False,False,False,GM,Consumer Discretionary,General Motors
False,False,False,0,False,0,7.9,LAG_PERF,0.06,19.27,11.3,False,False,False,False,False,96,2,Insurance,22.18,False,False,0,False,False,False,False,MMC,Financials,Marsh & McLennan
False,False,False,0,False,0,4.11,LAG_PERF,2.53,12.77,6.13,False,False,False,False,False,31,2,Semiconductors,5.53,False,False,0,False,False,False,False,NVDA,Information Technology,Nvidia
False,False,False,0,False,0,13.18,,0.03,20.51,7.3,False,True,False,False,True,83,2,Pharmaceuticals,26.28,False,False,0,False,False,False,False,REGN,Health Care,Regeneron Pharmaceuticals
False,False,False,,False,,5.9,AVG_PERF,12.43,25.79,7.46,False,False,False,False,False,15,0,Building Products,46.16,False,False,,False,False,False,False,FBHS,Industrials,Fortune Brands Home & Security
False,False,False,,False,,7.31,AVG_PERF,8.73,21.06,5.02,False,False,False,False,False,9,2,Homebuilders,28.04,False,False,,False,False,False,False,PHM,Consumer Discretionary,PulteGroup
False,False,False,0,False,0,4.29,,13.9,25.93,7.74,False,False,False,False,False,15,1,Building Products,46.79,False,False,0,False,False,False,False,MAS,Industrials,Masco
False,False,False,0,False,0,4.39,LAG_PERF,6.38,14.89,4.12,False,True,False,False,False,18,2,Consumer Durables,9.55,False,False,0,False,False,False,False,NWL,Consumer Discretionary,Newell Brands
False,False,False,0,False,0,7.57,LAG_PERF,1.12,19.43,10.75,False,False,False,False,False,96,2,Insurance,22.67,False,False,0,False,False,False,False,TRV,Financials,The Travelers Companies
False,False,False,0,False,0,14.5,,6.11,24.83,4.21,False,False,False,False,False,45,3,Consumer Services,42.49,False,False,0,False,False,False,False,SBUX,Consumer Discretionary,Starbucks
False,False,False,0,False,0,12.71,,4.62,22.79,5.45,False,False,False,False,False,106,0,Software & Services,34.43,False,False,0,False,False,False,False,ROP,Industrials,Roper Technologies
False,False,False,0,False,0,7.14,,12.09,24.72,5.5,False,False,False,False,False,108,3,Utilities,42.05,False,False,0,False,False,False,False,SRE,Utilities,Sempra Energy
False,False,False,,False,,14.93,AVG_PERF,0.34,22.83,7.56,False,True,False,False,True,83,2,Pharmaceuticals,34.61,False,False,,False,False,False,False,BMY,Health Care,Bristol Myers Squibb
False,False,False,,False,,11.02,AVG_PERF,5.39,24.81,8.41,False,False,False,False,False,58,2,Healthcare,42.42,False,False,,False,False,False,False,DXCM,Health Care,DexCom
False,False,False,,False,,10.15,OUT_PERF,16.56,32.17,5.45,False,False,False,False,False,28,4,Diversified Metals,69.5,False,False,,False,False,False,False,FCX,Materials,Freeport-McMoRan
False,False,False,,False,,7.43,UNDER_PERF,2.85,19.38,9.1,False,False,False,False,False,87,1,Diversified Financials,22.48,False,False,,False,False,False,False,CBOE,Financials,Cboe Global Markets
False,False,False,0,False,0,1.14,LAG_PERF,10.58,15.35,3.63,False,False,False,False,True,11,1,Containers & Packaging,10.65,False,False,0,False,False,False,False,AVY,Materials,Avery Dennison
False,False,False,0,False,0,9.17,LAG_PERF,0.1,12.97,3.7,False,False,False,False,False,57,2,Retailing,5.9,False,False,0,False,False,False,False,AAP,Consumer Discretionary,Advance Auto Parts
False,False,False,0,False,0,2.55,LAG_PERF,4.51,12.3,5.24,False,False,False,False,False,106,1,Real Estate,4.78,False,False,0,False,False,False,False,PSA,Real Estate,Public Storage
False,False,False,0,False,0,2.55,LAG_PERF,4.51,12.3,5.24,False,False,False,False,False,106,1,Real Estate,4.78,False,False,0,False,False,False,False,PSA,Real Estate,Public Storage
False,False,False,,False,,13.33,OUT_PERF,9.66,32.13,9.14,False,False,False,False,False,22,2,Steel,69.3,False,False,,False,False,False,False,NUE,Materials,Nucor
False,False,False,,False,,7.84,UNDER_PERF,0.71,16.07,7.52,False,False,False,False,False,106,3,Software & Services,12.45,False,False,,False,False,False,False,V,Information Technology,Visa
False,False,False,,False,,9.41,AVG_PERF,12.91,28.98,6.66,False,False,False,False,True,77,2,Chemicals,57.93,False,False,,False,False,False,False,SHW,Materials,Sherwin-Williams
False,False,False,,False,,6.36,OUT_PERF,18.44,31.78,6.97,False,False,False,False,False,66,2,Oil & Gas Producers,68.13,False,False,,False,False,False,False,HES,Energy,Hess Corporation
False,False,True,,False,,7.12,AVG_PERF,13.41,25.56,5.03,False,False,False,True,False,108,2,Utilities,45.22,False,False,,False,False,False,False,DTE,Utilities,DTE Energy
False,False,False,0,False,0,10.77,,4.74,21.35,5.84,False,False,False,False,False,106,1,Software & Services,29.05,False,False,0,False,False,False,False,VRSN,Information Technology,Verisign
False,False,False,0,False,0,11.9,,1.48,21.34,7.95,False,False,False,False,False,87,2,Diversified Financials,28.99,False,False,0,False,False,False,False,STT,Financials,State Street Corporation
False,False,False,0,False,0,4.56,LAG_PERF,0.02,11.24,6.67,False,False,False,False,False,38,2,Media,3.43,False,False,0,False,False,False,False,NWSA,Communication Services,News Corp (Class A)
False,False,False,0,False,0,9.7,,1.79,20.97,9.48,False,False,False,False,False,87,2,Diversified Financials,27.74,False,False,0,False,False,False,False,BLK,Financials,BlackRock
False,False,False,0,False,0,9.41,LAG_PERF,4.08,17.18,3.7,False,False,False,False,False,54,2,Machinery,15.6,False,False,0,False,False,False,False,DE,Industrials,Deere & Co.
False,False,False,0,False,0,12.03,LEAD_PERF,16.3,36.87,8.55,False,False,False,False,False,77,2,Chemicals,82.67,False,False,0,False,False,False,False,MOS,Materials,The Mosaic Company
False,False,False,0,False,0,11.95,,1.91,23.64,9.78,False,False,False,False,False,175,2,Banks,36.9,False,False,0,False,False,False,False,PBCT,Financials,People's United Financial
False,False,False,0,False,0,9.69,LAG_PERF,1.26,16.08,5.13,False,False,False,False,False,106,2,Software & Services,12.48,False,False,0,False,False,False,False,DXC,Information Technology,DXC Technology
False,False,False,0,False,0,9.51,LEAD_PERF,14.92,32.93,8.5,False,False,False,False,False,31,0,Semiconductors,71.78,False,False,0,False,False,False,False,SWKS,Information Technology,Skyworks Solutions
False,False,False,0,False,0,11.52,,9.92,26.75,5.3,False,False,False,False,False,92,2,Food Products,49.79,False,False,0,False,False,False,False,MKC,Consumer Staples,McCormick & Company
False,False,False,0,False,0,4.54,,12.75,23.59,6.3,False,False,False,False,False,15,0,Building Products,37.53,False,False,0,False,False,False,False,ALLE,Industrials,Allegion
False,False,False,0,False,0,6.39,LAG_PERF,2.34,13.18,4.46,False,False,False,False,False,106,2,Software & Services,6.28,False,False,0,False,False,False,False,CRM,Information Technology,Salesforce
False,False,False,0,False,0,3.92,LAG_PERF,4.61,13.37,4.84,False,False,False,False,False,106,0,Real Estate,6.63,False,False,0,False,False,False,False,DRE,Real Estate,Duke Realty Corp
False,False,False,0,False,0,6.16,LAG_PERF,0,14.37,8.2,False,False,False,False,False,87,1,Diversified Financials,8.59,False,False,0,False,False,False,False,SPGI,Financials,S&P Global
False,False,False,0,False,0,5,LAG_PERF,0.11,10.94,5.83,False,False,False,False,True,55,2,Technology Hardware,3.03,False,False,0,False,False,False,False,HPQ,Information Technology,HP
False,False,False,0,False,0,8.44,,9.48,24.09,6.17,False,False,False,False,True,77,2,Chemicals,39.48,False,False,0,False,False,False,False,ECL,Materials,Ecolab
False,False,False,0,False,0,7.46,LAG_PERF,1.32,14.42,5.63,False,False,False,False,False,19,2,Textiles & Apparel,8.69,False,False,0,False,False,False,False,HBI,Consumer Discretionary,Hanesbrands
False,False,False,0,False,0,4.63,LAG_PERF,3.7,11.49,3.15,False,False,False,False,False,57,2,Retailing,3.7,False,False,0,False,False,False,False,LOW,Consumer Discretionary,Lowe's
False,False,False,0,False,0,6.67,LAG_PERF,0.47,14.77,7.64,False,False,False,False,False,106,2,Software & Services,9.26,False,False,0,False,False,False,False,IBM,Information Technology,IBM
False,False,False,0,False,0,7.23,LEAD_PERF,18.74,30.94,4.98,False,False,False,False,False,39,3,Refiners & Pipelines,65.34,False,False,0,False,False,False,False,VLO,Energy,Valero Energy
False,False,False,0,False,0,13.22,,0.02,21.05,7.81,False,True,False,False,True,83,3,Pharmaceuticals,27.99,False,False,0,False,False,False,False,BIIB,Health Care,Biogen
False,False,False,0,False,0,14.37,,1.62,27.27,11.28,False,False,False,False,False,174,3,Banks,51.63,False,False,0,False,False,False,False,BAC,Financials,Bank of America
False,False,False,,False,,9.72,AVG_PERF,7.88,22.48,4.88,False,False,False,False,True,92,3,Food Products,33.14,False,False,,False,False,False,False,KO,Consumer Staples,Coca-Cola Company
False,False,False,,False,,4.92,UNDER_PERF,0.76,11.94,6.25,False,False,False,False,False,55,2,Technology Hardware,4.23,False,False,,False,False,False,False,HPE,Information Technology,Hewlett Packard Enterprise
False,False,False,,False,,8.63,UNDER_PERF,1.44,17.25,7.19,False,True,False,False,True,83,2,Pharmaceuticals,15.8,False,False,,False,False,False,False,BIO,Health Care,Bio-Rad Laboratories
False,False,False,0,False,0,6.99,LAG_PERF,2.71,16.8,7.1,False,False,False,False,False,19,3,Textiles & Apparel,14.54,False,False,0,False,False,False,False,NKE,Consumer Discretionary,Nike
False,False,False,0,False,0,4.82,LAG_PERF,0.73,14.95,9.41,False,False,False,False,False,96,2,Insurance,9.69,False,False,0,False,False,False,False,MET,Financials,MetLife
False,False,False,0,False,0,16.57,,0.01,22.88,6.31,False,False,False,False,False,58,2,Healthcare,34.8,False,False,0,False,False,False,False,HUM,Health Care,Humana
False,False,False,0,False,0,8.56,LAG_PERF,3.27,17.11,5.28,False,False,False,False,False,57,2,Retailing,15.31,False,False,0,False,False,False,False,DG,Consumer Discretionary,Dollar General
False,False,False,0,False,0,5.41,LAG_PERF,1.61,12.41,5.39,False,False,False,False,False,87,1,Diversified Financials,4.97,False,False,0,False,False,False,False,MSCI,Financials,MSCI
False,False,False,0,False,0,7.01,,15.91,28.78,5.87,False,False,False,False,False,39,3,Refiners & Pipelines,57.14,False,False,0,False,False,False,False,MPC,Energy,Marathon Petroleum
False,True,False,0,False,0,15.04,,14.09,40.71,11.58,False,True,False,False,True,36,3,Industrial Conglomerates,88.89,False,False,0,False,False,False,False,GE,Industrials,General Electric
False,False,False,0,False,0,11.75,,1.73,22.34,8.86,False,False,False,False,False,174,3,Banks,32.56,False,False,0,False,False,False,False,PNC,Financials,PNC Financial Services
False,True,False,,False,,9.95,AVG_PERF,10.63,29.12,8.54,False,False,True,False,False,36,3,Industrial Conglomerates,58.52,False,False,,False,False,False,False,HON,Industrials,Honeywell
False,False,False,,False,,7,AVG_PERF,16.39,29.35,5.96,False,False,False,False,False,39,3,Refiners & Pipelines,59.45,False,False,,False,False,False,False,PSX,Energy,Phillips 66
False,False,False,0,False,0,9.36,,5.05,20.11,5.7,False,False,False,False,False,36,3,Food Retailers,24.74,False,False,0,False,False,False,False,KR,Consumer Staples,Kroger
False,False,False,0,False,0,10.5,,3.65,22.87,8.72,False,False,False,False,True,92,3,Food Products,34.73,False,False,0,False,False,True,False,PM,Consumer Staples,Philip Morris International
False,False,False,0,False,0,8.48,,12.19,24.08,3.41,False,False,False,False,False,39,1,Refiners & Pipelines,39.41,False,False,0,False,False,False,False,OKE,Energy,Oneok
False,False,False,,False,,6.43,UNDER_PERF,1.35,13.72,5.93,False,False,False,False,False,106,3,Software & Services,7.32,False,False,,False,False,False,False,WU,Information Technology,Western Union
False,False,False,,False,,6.45,UNDER_PERF,5.89,18.33,5.99,False,False,False,False,False,17,1,Traders & Distributors,19.18,False,False,,False,False,False,False,URI,Industrials,United Rentals
False,False,False,,False,,11.45,AVG_PERF,11.62,29.18,6.11,False,False,False,False,False,92,3,Food Products,58.78,False,False,,False,False,False,False,HRL,Consumer Staples,Hormel
False,True,False,,False,,15.95,AVG_PERF,5.27,28.42,7.2,False,False,True,False,False,22,3,Aerospace & Defense,55.79,False,False,,False,False,False,False,LMT,Industrials,Lockheed Martin
False,True,False,,False,,15.7,AVG_PERF,7.47,28.49,5.32,False,False,True,False,False,22,3,Aerospace & Defense,56.08,False,False,,False,False,False,True,NOC,Industrials,Northrop Grumman
False,False,False,,False,,10.89,UNDER_PERF,1.33,19.24,7.01,False,False,False,False,False,83,2,Pharmaceuticals,22.07,False,False,,False,False,False,False,IQV,Health Care,IQVIA
False,False,False,0,False,0,15.55,,1.45,23.8,6.8,False,False,False,False,True,83,1,Pharmaceuticals,38.26,False,False,0,False,False,False,False,INCY,Health Care,Incyte
False,False,False,0,False,0,9.94,,8.24,23.22,5.05,False,False,False,False,False,15,3,Precious Metals,36.05,False,False,0,False,False,False,False,NEM,Materials,Newmont
False,False,False,0,False,0,3.72,LAG_PERF,3.17,12.83,5.94,False,False,False,False,False,55,0,Technology Hardware,5.63,False,False,0,False,False,False,False,TRMB,Information Technology,Trimble
False,False,False,,False,,6.92,AVG_PERF,8.82,22.41,6.66,False,False,False,False,False,31,3,Semiconductors,32.81,False,False,,False,False,False,False,AVGO,Information Technology,Broadcom
False,False,True,,False,,10.83,OUT_PERF,14.79,32.92,7.3,False,False,False,True,False,108,2,Utilities,71.75,False,False,,False,False,False,False,SO,Utilities,Southern Company
False,False,False,,False,,7.92,AVG_PERF,1.56,20.85,11.37,False,False,False,False,False,96,1,Insurance,27.34,False,False,,False,False,False,False,GL,Financials,Globe Life
False,False,False,,False,,15.22,AVG_PERF,0.71,23.33,7.4,False,True,False,False,True,83,2,Pharmaceuticals,36.46,False,False,,False,False,False,False,VRTX,Health Care,Vertex Pharmaceuticals
False,False,False,,False,,3.97,UNDER_PERF,4.5,13.66,5.19,False,False,False,False,False,31,1,Semiconductors,7.21,False,False,,False,False,False,False,LRCX,Information Technology,Lam Research
False,False,False,,False,,14.8,OUT_PERF,4.21,30.96,11.94,False,False,False,False,True,58,3,Healthcare,65.38,False,False,,False,False,False,False,SYK,Health Care,Stryker Corporation
False,False,False,,False,,8.88,OUT_PERF,21.98,38.81,7.96,False,False,False,False,False,71,2,Oil & Gas Producers,82.83,False,False,,False,False,False,False,APA,Energy,APA Corporation
False,False,False,0,False,0,7.85,LAG_PERF,1.44,19.22,9.94,False,False,False,False,False,96,2,Insurance,21.97,False,False,0,False,False,False,False,ALL,Financials,Allstate Corp
False,False,False,0,False,0,2.62,LAG_PERF,3.84,11.56,5.1,False,False,False,False,False,31,1,Semiconductors,3.76,False,False,0,False,False,False,False,AMAT,Information Technology,Applied Materials
False,False,False,0,False,0,8.5,,13.12,29.08,7.46,False,False,False,False,False,31,0,Semiconductors,58.35,False,False,0,False,False,False,False,QRVO,Information Technology,Qorvo
False,False,False,0,False,0,5.76,LAG_PERF,0.03,11.59,5.8,False,False,False,False,False,58,2,Healthcare,3.8,False,False,0,False,False,False,False,ANTM,Health Care,Anthem
False,False,False,0,False,0,4.97,LAG_PERF,4.08,12.87,3.81,False,False,False,False,False,57,2,Retailing,5.69,False,False,0,False,False,False,False,LKQ,Consumer Discretionary,LKQ Corporation
False,False,False,0,False,0,8.84,LAG_PERF,2.59,16.14,4.71,False,False,False,False,False,57,2,Retailing,12.69,False,False,0,False,False,False,False,BBWI,Consumer Discretionary,Bath & Body Works Inc.
False,True,False,0,False,0,17.85,LEAD_PERF,12.84,38.98,8.29,False,False,False,False,False,22,2,Aerospace & Defense,86.17,False,False,0,False,False,False,False,TDG,Industrials,TransDigm Group
False,True,False,0,False,0,19.52,LEAD_PERF,8.48,34.88,6.87,False,False,True,False,True,22,3,Aerospace & Defense,77.36,False,False,0,False,False,False,True,GD,Industrials,General Dynamics
False,False,False,0,False,0,3.7,LAG_PERF,3.23,13.02,6.1,False,False,False,False,False,106,0,Real Estate,5.97,False,False,0,False,False,False,False,DLR,Real Estate,Digital Realty Trust
False,False,False,0,False,0,9.82,LEAD_PERF,18.51,36.46,8.14,False,False,False,False,True,66,3,Oil & Gas Producers,81.8,False,False,0,False,False,False,False,XOM,Energy,ExxonMobil
False,False,False,0,False,0,8.5,,13.12,29.08,7.46,False,False,False,False,False,31,0,Semiconductors,58.35,False,False,0,False,False,False,False,QRVO,Information Technology,Qorvo
False,False,False,0,False,0,8.84,LAG_PERF,2.59,16.14,4.71,False,False,False,False,False,57,2,Retailing,12.69,False,False,0,False,False,False,False,BBWI,Consumer Discretionary,Bath & Body Works Inc.
False,False,False,0,False,0,13.15,,2.27,22.17,6.76,False,False,False,False,False,68,3,Telecommunication Services,31.96,False,False,0,False,False,False,False,T,Communication Services,AT&T
False,False,False,0,False,0,7.18,LAG_PERF,0.58,12.84,5.08,False,False,False,False,False,83,1,Pharmaceuticals,5.65,False,False,0,False,False,False,False,MTD,Health Care,Mettler Toledo
False,False,False,0,False,0,4.28,LAG_PERF,2.75,12.22,5.2,False,True,False,False,False,106,0,Real Estate,4.63,False,False,0,False,False,False,False,VTR,Real Estate,Ventas
False,False,False,0,False,0,14.87,,7.4,26.85,4.59,False,False,False,False,True,92,2,Food Products,50.13,False,False,0,False,False,False,False,K,Consumer Staples,Kellogg's
False,False,False,0,False,0,8.84,LAG_PERF,2.59,16.14,4.71,False,False,False,False,False,57,2,Retailing,12.69,False,False,0,False,False,False,False,BBWI,Consumer Discretionary,Bath & Body Works Inc.
False,False,False,0,False,0,3.48,LAG_PERF,3.9,13.89,6.51,False,False,False,False,False,106,0,Real Estate,7.71,False,False,0,False,False,False,False,ESS,Real Estate,Essex Property Trust
False,False,False,0,False,0,3.48,LAG_PERF,3.9,13.89,6.51,False,False,False,False,False,106,0,Real Estate,7.71,False,False,0,False,False,False,False,ESS,Real Estate,Essex Property Trust
False,False,False,0,False,0,11.21,,7.26,24.33,5.87,False,False,False,False,False,36,3,Food Retailers,40.51,False,False,0,False,False,False,False,COST,Consumer Staples,Costco
False,False,False,0,False,0,7.08,LAG_PERF,4.76,16.12,4.29,False,False,False,False,False,18,2,Consumer Durables,12.64,False,False,0,False,False,False,False,WHR,Consumer Discretionary,Whirlpool Corporation
False,False,False,0,False,0,5.24,LAG_PERF,8.22,16.73,3.28,False,False,False,False,False,32,2,Commercial Services,14.35,False,False,0,False,False,False,False,WM,Industrials,Waste Management
False,False,False,0,False,0,11.52,LAG_PERF,2.13,18.38,4.73,False,False,False,False,False,36,3,Food Retailers,19.33,False,False,0,False,False,False,False,WBA,Consumer Staples,Walgreens Boots Alliance
False,False,False,0,False,0,13.97,LEAD_PERF,16.09,35.01,4.95,False,False,False,False,False,36,1,Industrial Conglomerates,77.75,False,False,0,False,False,False,False,FTV,Industrials,Fortive
False,False,False,0,False,0,11.72,,2.15,26.3,12.43,False,False,False,False,False,174,2,Banks,48.25,False,False,0,False,False,False,False,CMA,Financials,Comerica
False,False,False,0,False,0,11.47,,0.79,21.91,9.64,False,True,False,False,True,83,3,Pharmaceuticals,31.05,False,False,0,False,False,False,False,MRK,Health Care,Merck & Co.
False,False,False,0,False,0,11.62,LAG_PERF,0.03,17.54,5.89,False,True,False,False,False,58,3,Healthcare,16.74,False,False,0,False,False,False,False,UNH,Health Care,UnitedHealth Group
False,False,False,0,False,0,3.52,LAG_PERF,3.25,11.92,5.15,False,False,False,False,False,55,0,Technology Hardware,4.22,False,False,0,False,False,False,False,IPGP,Information Technology,IPG Photonics
False,False,False,0,False,0,11.21,,7.26,24.33,5.87,False,False,False,False,False,36,3,Food Retailers,40.51,False,False,0,False,False,False,False,COST,Consumer Staples,Costco
False,False,False,0,False,0,12.11,,4.56,24.66,7.98,False,False,False,False,False,68,2,Telecommunication Services,41.77,False,False,0,False,False,False,False,CMCSA,Communication Services,Comcast
False,False,True,0,False,0,9.56,,10.58,25.56,5.42,False,False,False,False,False,108,2,Utilities,45.21,False,False,0,False,False,False,False,CNP,Utilities,CenterPoint Energy
False,False,False,0,False,0,10.76,LAG_PERF,2.7,19.76,6.29,False,True,False,False,True,58,2,Healthcare,23.68,False,False,0,False,False,False,False,COO,Health Care,The Cooper Companies
False,False,False,0,False,0,7.83,,1.95,21.95,12.16,False,False,False,False,False,96,1,Insurance,31.22,False,False,0,False,False,False,False,WRB,Financials,W. R. Berkley Corporation
False,False,False,0,False,0,5.62,LAG_PERF,3.4,12.56,3.54,False,False,False,False,False,57,2,Retailing,5.23,False,False,0,False,False,False,False,HD,Consumer Discretionary,Home Depot
False,False,False,0,False,0,6.55,LAG_PERF,4.91,16.01,4.55,False,False,False,False,True,92,3,Food Products,12.27,False,False,0,False,False,False,False,PEP,Consumer Staples,PepsiCo
False,False,False,0,False,0,10.77,LAG_PERF,1.24,18.27,6.25,False,True,False,False,True,83,2,Pharmaceuticals,18.96,False,False,0,False,False,False,False,PKI,Health Care,PerkinElmer
False,False,False,0,False,0,12.34,,5.83,26.11,7.96,False,False,False,False,False,54,1,Machinery,47.49,False,False,0,False,False,False,False,SWK,Industrials,Stanley Black & Decker
False,False,False,0,False,0,14.08,,0.07,22.72,8.57,False,False,False,False,False,58,2,Healthcare,34.09,False,False,0,False,False,False,False,DVA,Health Care,DaVita
False,False,False,0,False,0,6.55,LAG_PERF,4.91,16.01,4.55,False,False,False,False,True,92,3,Food Products,12.27,False,False,0,False,False,False,False,PEP,Consumer Staples,PepsiCo
False,False,False,0,False,0,13.56,LEAD_PERF,12.33,33.61,7.72,False,False,False,False,True,36,3,Industrial Conglomerates,73.53,False,False,0,False,False,False,False,MMM,Industrials,3M
False,False,False,0,False,0,5.48,LAG_PERF,3.41,14.6,5.72,False,False,False,False,False,17,1,Traders & Distributors,8.94,False,False,0,False,False,False,True,GWW,Industrials,W. W. Grainger
False,False,False,0,False,0,4.15,LAG_PERF,2.28,12.02,5.59,False,False,False,False,False,55,1,Technology Hardware,4.35,False,False,0,False,False,False,False,WDC,Information Technology,Western Digital
False,False,False,0,False,0,17.19,,20.38,48.81,11.23,False,False,False,False,False,36,2,Industrial Conglomerates,97.11,False,False,0,False,False,False,False,LEG,Consumer Discretionary,Leggett & Platt
False,False,False,0,False,0,3.74,LAG_PERF,5,14.58,5.84,False,False,False,False,False,106,2,Real Estate,8.92,False,False,0,False,False,False,False,IRM,Real Estate,Iron Mountain
False,False,False,0,False,0,9.55,LAG_PERF,4.58,19.5,5.38,False,False,False,False,False,46,2,Transportation,22.88,False,False,0,False,False,False,False,UPS,Industrials,United Parcel Service
False,False,False,0,False,0,5.48,LAG_PERF,3.41,14.6,5.72,False,False,False,False,False,17,1,Traders & Distributors,8.94,False,False,0,False,False,False,True,GWW,Industrials,W. W. Grainger
False,False,False,0,False,0,7.73,,16.68,29.89,5.49,False,False,False,False,False,77,1,Chemicals,61.72,False,False,0,False,False,False,False,CF,Materials,CF Industries
False,False,False,0,False,0,7.73,,16.68,29.89,5.49,False,False,False,False,False,77,1,Chemicals,61.72,False,False,0,False,False,False,False,CF,Materials,CF Industries
False,False,False,0,False,0,16.8,LEAD_PERF,8.17,35.14,10.17,False,False,False,False,False,24,2,Construction & Engineering,78.1,False,False,0,False,False,False,False,PWR,Industrials,Quanta Services
False,False,False,0,False,0,1.11,LAG_PERF,5.92,10.94,3.92,False,False,False,False,False,11,2,Containers & Packaging,3.03,False,False,0,False,False,False,False,BLL,Materials,Ball Corp
False,False,False,0,False,0,16.45,LEAD_PERF,11.7,32.92,4.77,False,False,False,False,False,92,2,Food Products,71.76,False,False,0,False,False,False,False,CAG,Consumer Staples,Conagra Brands
False,False,True,0,False,0,11.2,LEAD_PERF,16.48,34.16,6.48,False,False,False,False,False,108,2,Utilities,75.26,False,False,0,False,False,False,False,AES,Utilities,AES Corp
False,False,False,0,False,0,16.8,LEAD_PERF,8.17,35.14,10.17,False,False,False,False,False,24,2,Construction & Engineering,78.1,False,False,0,False,False,False,False,PWR,Industrials,Quanta Services
False,False,False,0,False,0,5.48,LAG_PERF,3.41,14.6,5.72,False,False,False,False,False,17,1,Traders & Distributors,8.94,False,False,0,False,False,False,True,GWW,Industrials,W. W. Grainger
False,False,False,0,False,0,8.84,LAG_PERF,1.62,16.14,5.68,False,False,False,False,False,57,2,Retailing,12.67,False,False,0,False,False,False,False,ROST,Consumer Discretionary,Ross Stores
