adult,militaryContract,coal,socialPercentile,furLeather,environmentPercentile,socialScore,esgPerformance,environmentScore,totalEsg,governanceScore,gmo,catholic,controversialWeapons,nuclear,animalTesting,peerCount,highestControversy,peerGroup,percentile,gambling,alcoholic,governancePercentile,pesticides,palmOil,tobacco,smallArms,Stock Ticker,Sector
False,False,False,,False,,14.23,AVG_PERF,0.11,21.84,7.5,False,False,False,False,False,58,2,Healthcare,30.24,False,False,,False,False,False,False,CERN,Health Care,Cerner
False,False,False,,False,,10.12,AVG_PERF,11.98,26.61,4.51,False,False,False,False,False,45,2,Consumer Services,48.42,False,False,,False,False,False,False,NCLH,Consumer Discretionary,Norwegian Cruise Line Holdings
False,False,False,,False,,8.1,UNDER_PERF,0.32,17.23,8.81,False,False,False,False,False,105,4,Software & Services,15.47,False,False,,False,False,False,False,MA,Information Technology,Mastercard
False,False,False,,False,,9.47,UNDER_PERF,0.7,15.23,5.06,False,False,False,False,False,105,2,Software & Services,10.24,False,False,,False,False,False,False,NLOK,Information Technology,NortonLifeLock
False,False,True,,False,,7.4,OUT_PERF,16.23,30.28,6.64,False,False,False,True,False,107,2,Utilities,62.34,False,False,,False,False,False,False,ETR,Utilities,Entergy
False,False,False,,False,,5.02,AVG_PERF,8.8,20.28,6.47,False,False,False,False,False,31,2,Semiconductors,25.02,False,False,,False,False,False,False,TXN,Information Technology,Texas Instruments
False,False,False,,False,,10.73,UNDER_PERF,1.19,18.34,6.41,False,False,False,False,False,105,2,Software & Services,18.83,False,False,,False,False,False,False,FISV,Information Technology,Fiserv
False,False,False,,False,,10.1,AVG_PERF,1.66,24.57,12.81,False,False,False,False,False,97,3,Insurance,40.56,False,False,,False,False,False,False,AIZ,Financials,Assurant
False,False,False,,False,,12.8,UNDER_PERF,0.03,18.95,6.12,False,True,False,False,True,83,2,Pharmaceuticals,20.66,False,False,,False,False,False,False,AMGN,Health Care,Amgen
False,False,False,,False,,9.7,AVG_PERF,1.49,20.66,9.48,False,False,False,False,False,89,2,Diversified Financials,26.33,False,False,,False,False,False,False,BLK,Financials,BlackRock
False,False,False,,False,,7.18,UNDER_PERF,1.07,14.18,5.94,False,False,False,False,False,105,1,Software & Services,8.22,False,False,,False,False,False,False,ADP,Information Technology,Automatic Data Processing
False,False,False,,False,,15.59,AVG_PERF,2.55,27.1,8.97,False,False,False,False,True,58,2,Healthcare,50.26,False,False,,False,False,False,False,BAX,Health Care,Baxter International
False,False,False,,False,,13.6,OUT_PERF,13.2,34.88,8.08,False,False,False,False,True,35,3,Industrial Conglomerates,76.9,False,False,,False,False,False,False,MMM,Industrials,3M
False,False,False,,False,,9.07,UNDER_PERF,1.1,14.37,4.21,False,False,False,False,False,105,0,Software & Services,8.54,False,False,,False,False,False,False,SNPS,Information Technology,Synopsys
False,False,False,,False,,3.52,UNDER_PERF,3.25,11.92,5.15,False,False,False,False,False,55,0,Technology Hardware,4.11,False,False,,False,False,False,False,IPGP,Information Technology,IPG Photonics
False,False,False,,False,,4.34,UNDER_PERF,2.27,12.42,5.82,False,False,False,False,False,105,1,Real Estate,4.3,False,False,,False,False,False,False,FRT,Real Estate,Federal Realty Investment Trust
False,False,False,,False,,9.61,AVG_PERF,4.54,21.41,7.26,False,False,False,False,False,32,2,Commercial Services,28.74,False,False,,False,False,False,False,CTAS,Industrials,Cintas Corporation
False,False,False,,False,,7.64,OUT_PERF,15.42,30.53,7.47,False,False,False,False,True,77,2,Chemicals,63.15,False,False,,False,False,False,False,CE,Materials,Celanese
False,False,False,,False,,8.84,UNDER_PERF,5.87,19.37,4.66,False,False,False,False,False,19,2,Consumer Durables,21.95,False,False,,False,False,False,False,GRMN,Consumer Discretionary,Garmin
False,False,False,,False,,9.01,UNDER_PERF,0.82,16.45,6.62,False,False,False,False,False,105,2,Software & Services,13.39,False,False,,False,False,False,False,BR,Information Technology,Broadridge Financial Solutions
False,False,False,,False,,9.22,UNDER_PERF,1.37,15.45,4.87,False,False,False,False,False,105,0,Software & Services,10.77,False,False,,False,False,False,False,ADSK,Information Technology,Autodesk
False,False,False,,False,,2.53,AVG_PERF,13.92,20.03,3.56,False,False,False,False,False,11,2,Containers & Packaging,24.06,False,False,,False,False,False,False,SEE,Materials,Sealed Air
False,False,False,,False,,12.03,OUT_PERF,16.3,36.87,8.55,False,False,False,False,False,77,2,Chemicals,82.13,False,False,,False,False,False,False,MOS,Materials,The Mosaic Company
False,False,False,,False,,10.01,LEAD_PERF,23.91,42.05,8.13,False,False,False,False,False,66,2,Oil & Gas Producers,90.57,False,False,,False,False,False,False,MRO,Energy,Marathon Oil
False,True,False,,False,,16.23,OUT_PERF,11.05,34.36,7.07,False,False,True,False,False,22,2,Aerospace & Defense,75.58,False,False,,False,False,False,True,TXT,Industrials,Textron
False,False,False,,False,,3.03,UNDER_PERF,3.34,10.8,4.43,False,True,False,False,False,108,0,Real Estate,2.85,False,False,,False,False,False,False,PEAK,Real Estate,Healthpeak Properties
False,False,False,,False,,17.19,LEAD_PERF,20.38,48.81,11.23,False,False,False,False,False,35,2,Industrial Conglomerates,96.95,False,False,,False,False,False,False,LEG,Consumer Discretionary,Leggett & Platt
False,False,False,,False,,12.38,AVG_PERF,7.12,25.09,5.59,False,False,False,False,False,54,1,Machinery,42.48,False,False,,False,False,False,False,DOV,Industrials,Dover Corporation
False,False,False,,False,,4.29,AVG_PERF,13.9,25.77,7.57,False,False,False,False,False,14,1,Building Products,45.15,False,False,,False,False,False,False,MAS,Industrials,Masco
False,False,False,,False,,9.01,UNDER_PERF,2.36,16.74,5.36,False,False,False,False,False,89,1,Diversified Financials,14.16,False,False,,False,False,False,False,TROW,Financials,T. Rowe Price
False,False,True,,False,,5.78,AVG_PERF,9.8,21.01,5.43,False,False,False,True,False,107,2,Utilities,27.44,False,False,,False,False,False,False,CMS,Utilities,CMS Energy
False,False,False,,False,,5.24,UNDER_PERF,7.3,19.42,6.87,False,True,False,False,False,55,2,Technology Hardware,22.08,False,False,,False,False,False,False,GLW,Information Technology,Corning
False,False,False,,False,,8.91,AVG_PERF,8.89,24.32,6.52,False,False,False,False,False,10,2,Energy Services,39.51,False,False,,False,False,False,False,HAL,Energy,Halliburton
False,False,False,,False,,7.92,AVG_PERF,1.56,20.85,11.37,False,False,False,False,False,97,1,Insurance,26.96,False,False,,False,False,False,False,GL,Financials,Globe Life
False,False,False,,False,,6.36,OUT_PERF,18.44,31.78,6.97,False,False,False,False,False,66,2,Oil & Gas Producers,67.33,False,False,,False,False,False,False,HES,Energy,Hess Corporation
False,False,False,,False,,13.18,AVG_PERF,0.03,20.51,7.3,False,True,False,False,True,83,2,Pharmaceuticals,25.81,False,False,,False,False,False,False,REGN,Health Care,Regeneron Pharmaceuticals
False,False,False,,False,,9.94,AVG_PERF,8.24,23.22,5.05,False,False,False,False,False,15,3,Precious Metals,35.38,False,False,,False,False,False,False,NEM,Materials,Newmont
False,False,False,,False,,9.36,AVG_PERF,8.44,24.33,6.53,False,False,False,False,False,10,1,Energy Services,39.58,False,False,,False,False,False,False,SLB,Energy,Schlumberger
False,False,False,,False,,5.33,UNDER_PERF,0.05,10.44,5.07,False,False,False,False,False,19,2,Consumer Durables,2.5,False,False,,False,False,False,False,HAS,Consumer Discretionary,Hasbro
False,False,False,,False,,6.01,AVG_PERF,11.69,21.07,3.38,False,False,False,False,False,32,3,Commercial Services,27.64,False,False,,False,False,False,False,RSG,Industrials,Republic Services
False,False,False,,False,,8.66,AVG_PERF,8.96,25.42,7.8,False,False,False,False,False,31,3,Semiconductors,43.74,False,False,,False,False,False,False,AVGO,Information Technology,Broadcom
False,False,False,,False,,13.54,AVG_PERF,1.52,24.6,9.53,False,True,False,False,True,83,3,Pharmaceuticals,40.63,False,False,,False,False,False,False,PFE,Health Care,Pfizer
False,False,False,,False,,21.01,OUT_PERF,1.02,32.44,10.41,False,False,False,False,False,105,4,Software & Services,69.64,False,False,,False,False,False,False,FB,Communication Services,Facebook
False,False,False,,False,,12.11,AVG_PERF,4.56,24.8,8.13,False,False,False,False,False,68,2,Telecommunication Services,41.42,False,False,,False,False,False,False,CMCSA,Communication Services,Comcast
False,False,False,,False,,4.54,AVG_PERF,12.75,23.59,6.3,False,False,False,False,False,14,0,Building Products,36.78,False,False,,False,False,False,False,ALLE,Industrials,Allegion
False,True,False,,False,,15.93,AVG_PERF,5.27,28.81,7.61,False,False,True,False,False,22,3,Aerospace & Defense,56.76,False,False,,False,False,False,False,LMT,Industrials,Lockheed Martin
False,False,False,,False,,10.31,AVG_PERF,9.31,26.97,7.36,False,False,False,False,True,28,3,Household Products,49.73,False,False,,False,False,False,False,PG,Consumer Staples,Procter & Gamble
False,False,False,,False,,3.22,UNDER_PERF,3.87,12,4.91,False,False,False,False,False,108,1,Real Estate,4.21,False,False,,False,False,False,False,WELL,Real Estate,Welltower
False,False,False,,False,,14.42,AVG_PERF,2.11,25.43,8.9,False,False,False,False,False,105,2,Software & Services,43.82,False,False,,False,False,False,False,EXPE,Consumer Discretionary,Expedia Group
False,False,True,,False,,8.31,OUT_PERF,20.79,35.05,5.95,False,False,False,False,False,107,2,Utilities,77.35,False,False,,False,False,False,False,AES,Utilities,AES Corp
False,False,True,,False,,9.63,OUT_PERF,17.39,34.08,7.06,False,False,False,False,False,107,3,Utilities,74.51,False,False,,False,False,False,False,FE,Utilities,FirstEnergy
False,False,False,,False,,6.35,UNDER_PERF,0.84,12.69,5.5,False,False,False,False,True,58,3,Healthcare,5.25,False,False,,False,False,False,False,ABC,Health Care,AmerisourceBergen
False,False,False,,False,,11.13,AVG_PERF,6.07,23.31,6.11,False,False,False,False,False,35,3,Food Retailers,35.7,False,False,,False,False,False,False,COST,Consumer Staples,Costco
False,False,False,,False,,5.77,UNDER_PERF,1.57,12.69,5.35,False,False,False,False,False,89,1,Diversified Financials,5.26,False,False,,False,False,False,False,SPGI,Financials,S&P Global
False,False,False,,False,,11.61,AVG_PERF,7.12,25.2,6.47,False,False,False,False,False,54,2,Machinery,42.98,False,False,,False,False,False,False,AOS,Industrials,A. O. Smith
False,False,False,,False,,9.33,AVG_PERF,5.19,20.29,5.77,False,False,False,False,False,35,3,Food Retailers,25.07,False,False,,False,False,False,False,KR,Consumer Staples,Kroger
False,False,False,,False,,11.57,AVG_PERF,1.83,20.21,6.8,False,False,False,False,False,32,0,Commercial Services,24.72,False,False,,False,False,False,False,ROL,Industrials,Rollins
False,False,False,,False,,10.89,AVG_PERF,0.18,23.89,12.82,False,False,False,False,False,97,1,Insurance,37.8,False,False,,False,False,False,False,BRO,Financials,Brown & Brown
False,False,False,,False,,16.45,OUT_PERF,11.7,32.92,4.77,False,False,False,False,False,94,2,Food Products,71.08,False,False,,False,False,False,False,CAG,Consumer Staples,Conagra Brands
False,False,False,,False,,12.77,AVG_PERF,2.2,26.16,11.19,False,False,False,False,False,175,1,Banks,46.81,False,False,,False,False,False,False,MTB,Financials,M&T Bank
False,False,False,,False,,2.55,UNDER_PERF,4.51,12.3,5.24,False,False,False,False,False,108,1,Real Estate,4.67,False,False,,False,False,False,False,PSA,Real Estate,Public Storage
False,False,False,,False,,7.82,AVG_PERF,7.21,20.75,5.72,False,False,False,False,False,9,1,Homebuilders,26.6,False,False,,False,False,False,False,NVR,Consumer Discretionary,NVR
False,False,False,,False,,4.29,UNDER_PERF,5.32,15.14,5.53,False,False,False,False,False,108,2,Real Estate,10,False,False,,False,False,False,False,IRM,Real Estate,Iron Mountain
False,False,False,,False,,7.32,UNDER_PERF,0.86,13.16,4.97,False,False,False,False,False,105,0,Software & Services,6.14,False,False,,False,False,False,False,ANSS,Information Technology,Ansys
False,False,False,,False,,14.45,AVG_PERF,4.11,24.42,5.86,False,False,False,False,False,45,3,Consumer Services,39.99,False,False,,False,False,False,False,MCD,Consumer Discretionary,McDonald's
False,False,False,,False,,9.69,UNDER_PERF,1.26,16.19,5.24,False,False,False,False,False,105,2,Software & Services,12.63,False,False,,False,False,False,False,DXC,Information Technology,DXC Technology
False,False,False,,False,,2.72,UNDER_PERF,5.53,13.64,5.4,False,False,False,False,False,14,3,Building Products,7.09,False,False,,False,False,False,False,JCI,Industrials,Johnson Controls
False,False,False,,False,,6.83,UNDER_PERF,0.94,12.73,4.96,False,False,False,False,False,19,2,Textiles & Apparel,5.33,False,False,,False,False,False,False,VFC,Consumer Discretionary,VF Corporation
False,False,False,,False,,7.51,UNDER_PERF,1.93,14.89,5.46,False,False,False,False,False,55,3,Technology Hardware,9.48,False,False,,False,False,False,False,MSI,Information Technology,Motorola Solutions
False,False,False,,False,,11.34,AVG_PERF,6.88,25.91,7.68,False,False,False,False,True,28,2,Household Products,45.8,False,False,,False,False,False,False,EL,Consumer Staples,Estée Lauder Companies
False,True,False,,False,,1.27,UNDER_PERF,8.62,13.83,3.94,False,False,False,False,False,11,2,Containers & Packaging,7.49,False,False,,False,False,False,False,BLL,Materials,Ball Corp
False,False,False,,False,,5.76,LAG_PERF,0.07,9.39,3.56,False,False,False,False,False,32,1,Commercial Services,1.87,False,False,,False,False,False,False,RHI,Industrials,Robert Half International
False,False,False,,False,,10.18,AVG_PERF,1.88,22.21,10.15,False,False,False,False,False,175,2,Banks,31.54,False,False,,False,False,False,False,CFG,Financials,Citizens Financial Group
False,False,False,,False,,9.06,UNDER_PERF,0.4,17.8,8.34,False,False,False,False,False,55,1,Technology Hardware,17.2,False,False,,False,False,False,False,ANET,Information Technology,Arista Networks
False,False,False,,False,,4.95,UNDER_PERF,3.51,13.57,5.11,False,False,False,False,False,108,1,Real Estate,6.96,False,False,,False,False,False,False,BXP,Real Estate,Boston Properties
False,False,False,,False,,13.5,AVG_PERF,0.11,20.01,6.41,False,False,False,False,False,32,1,Commercial Services,23.99,False,False,,False,False,False,False,VRSK,Industrials,Verisk Analytics
False,False,False,,False,,2.13,AVG_PERF,16.64,24.89,6.12,False,False,False,False,False,77,2,Chemicals,41.74,False,False,,False,False,False,False,LYB,Materials,LyondellBasell
False,False,False,,False,,12.87,AVG_PERF,3.04,22.19,6.28,False,False,False,False,False,105,1,Software & Services,31.5,False,False,,False,False,False,False,VRSN,Information Technology,Verisign
False,False,False,,False,,5.07,UNDER_PERF,3.68,12.53,3.78,False,False,False,False,False,57,2,Retailing,5.04,False,False,,False,False,False,False,GPC,Consumer Discretionary,Genuine Parts
False,False,False,,False,,3.86,UNDER_PERF,3.89,13.14,5.38,False,False,False,False,False,108,0,Real Estate,6.1,False,False,,False,False,False,False,KIM,Real Estate,Kimco Realty
False,False,False,,False,,10.57,AVG_PERF,10.49,27.43,6.36,False,False,False,True,False,107,3,Utilities,51.53,False,False,,False,False,False,False,EIX,Utilities,Edison International
False,False,False,,False,,5.99,UNDER_PERF,0.02,11.65,5.65,False,False,False,False,False,61,2,Healthcare,2.83,False,False,,False,False,False,False,CI,Health Care,Cigna
False,False,False,,False,,4.25,UNDER_PERF,2.75,12.98,5.97,False,False,False,False,False,108,1,Real Estate,5.78,False,False,,False,False,False,False,VNO,Real Estate,Vornado Realty Trust
False,False,False,,False,,7.26,UNDER_PERF,0.47,17.3,9.57,False,False,False,False,False,97,2,Insurance,15.64,False,False,,False,False,False,False,AFL,Financials,Aflac
False,False,False,,False,,18.75,OUT_PERF,3.33,30.9,8.82,False,True,False,False,False,58,3,Healthcare,64.46,False,False,,False,False,False,False,UHS,Health Care,Universal Health Services
False,False,False,,False,,4.28,UNDER_PERF,3.81,13.94,5.86,False,False,False,False,False,108,1,Real Estate,7.74,False,False,,False,False,False,False,EXR,Real Estate,Extra Space Storage
False,False,True,,False,,9.56,AVG_PERF,10.58,25.56,5.42,False,False,False,False,False,107,2,Utilities,44.35,False,False,,False,False,False,False,CNP,Utilities,CenterPoint Energy
False,False,False,,False,,13.54,AVG_PERF,3.03,25.96,9.39,False,True,False,False,True,58,3,Healthcare,46.02,False,False,,False,False,False,False,ABT,Health Care,Abbott Laboratories
False,False,False,,False,,9.71,UNDER_PERF,1.24,16.2,5.24,False,False,False,False,False,105,0,Software & Services,12.65,False,False,,False,False,False,False,JKHY,Information Technology,Jack Henry & Associates
False,False,False,,False,,7.84,UNDER_PERF,0.71,16.06,7.51,False,False,False,False,False,105,3,Software & Services,12.29,False,False,,False,False,False,False,V,Information Technology,Visa
False,False,False,,False,,9.89,UNDER_PERF,0.74,16.39,5.76,False,False,False,False,False,105,2,Software & Services,13.23,False,False,,False,False,False,False,PYPL,Information Technology,PayPal
False,False,False,,False,,9.72,AVG_PERF,10.31,23.85,3.82,False,False,False,False,False,45,3,Consumer Services,37.69,False,False,,False,False,False,False,CCL,Consumer Discretionary,Carnival Corporation
False,False,False,,False,,12.67,AVG_PERF,0.13,20.9,8.1,False,False,False,False,False,58,3,Healthcare,27.11,False,False,,False,False,False,False,DGX,Health Care,Quest Diagnostics
False,False,False,,False,,5.23,UNDER_PERF,0.02,10.59,5.34,False,False,False,False,False,89,2,Diversified Financials,2.64,False,False,,False,False,False,False,MCO,Financials,Moody's Corporation
False,False,False,,False,,11.34,AVG_PERF,9.27,29.57,8.96,False,False,False,False,False,37,3,Automobiles,59.71,False,False,,False,False,False,False,F,Consumer Discretionary,Ford
False,False,False,,False,,4.33,UNDER_PERF,4.51,14.72,5.88,False,False,False,False,False,108,1,Real Estate,9.14,False,False,,False,False,False,False,SPG,Real Estate,Simon Property Group
False,False,False,,False,,1.74,LAG_PERF,2.5,8.53,4.28,False,False,False,False,False,108,1,Real Estate,1.55,False,False,,False,False,False,False,PLD,Real Estate,Prologis
False,False,False,,False,,7.97,UNDER_PERF,0.68,14.57,5.92,False,False,False,False,False,105,2,Software & Services,8.88,False,False,,False,False,False,False,CTXS,Information Technology,Citrix Systems
False,False,False,,False,,9.78,UNDER_PERF,1.75,19.51,7.98,False,False,False,False,False,175,1,Banks,22.4,False,False,,False,False,False,False,RF,Financials,Regions Financial Corporation
False,False,False,,False,,12.44,OUT_PERF,12.36,30.97,6.17,False,False,False,False,False,94,2,Food Products,64.7,False,False,,False,False,False,False,SJM,Consumer Staples,JM Smucker
False,False,False,,False,,9.81,UNDER_PERF,1.17,17.59,6.61,False,False,False,False,False,105,0,Software & Services,16.48,False,False,,False,False,False,False,PAYX,Information Technology,Paychex
False,False,False,,False,,13.54,OUT_PERF,17.86,38.66,7.25,False,False,False,False,True,77,2,Chemicals,85.34,False,False,,True,False,False,False,FMC,Materials,FMC Corporation
False,False,False,,False,,11.95,AVG_PERF,1.91,23.64,9.78,False,False,False,False,False,175,2,Banks,36.9,False,False,,False,False,False,False,PBCT,Financials,People's United Financial
False,False,False,,False,,17.22,AVG_PERF,0.15,25.05,7.68,False,True,False,False,True,83,2,Pharmaceuticals,42.32,False,False,,False,False,False,False,VRTX,Health Care,Vertex Pharmaceuticals
False,False,False,,False,,16.57,AVG_PERF,0.01,22.88,6.31,False,False,False,False,False,58,2,Healthcare,34.25,False,False,,False,False,False,False,HUM,Health Care,Humana
False,False,False,,False,,16.9,AVG_PERF,0.06,22.98,6.02,False,False,False,False,False,32,1,Commercial Services,34.56,False,False,,False,False,False,False,NLSN,Industrials,Nielsen Holdings
False,True,False,,False,,7.5,UNDER_PERF,5.8,19.36,6.06,False,False,False,False,False,54,2,Machinery,21.92,False,False,,False,False,False,False,CMI,Industrials,Cummins
False,False,False,,False,,8.84,UNDER_PERF,1.62,16.14,5.68,False,False,False,False,False,57,2,Retailing,12.51,False,False,,False,False,False,False,ROST,Consumer Discretionary,Ross Stores
False,False,False,,False,,1.41,UNDER_PERF,8.89,14.05,3.75,False,False,False,False,False,11,2,Containers & Packaging,7.96,False,False,,False,False,False,False,PKG,Materials,Packaging Corporation of America
False,False,False,,False,,9.27,UNDER_PERF,1.16,19.51,9.07,False,False,False,False,False,89,2,Diversified Financials,22.4,False,False,,False,False,False,False,BEN,Financials,Franklin Resources
False,False,False,,False,,8.02,AVG_PERF,9.93,22.68,4.74,False,False,False,False,True,94,2,Food Products,33.36,False,False,,False,False,False,False,CPB,Consumer Staples,Campbell Soup
False,False,False,,False,,15.4,OUT_PERF,1.94,32.84,15.51,False,False,False,False,False,175,5,Banks,70.84,False,False,,False,False,False,False,WFC,Financials,Wells Fargo
False,False,False,,False,,8.12,AVG_PERF,13.44,28.64,7.08,False,False,False,False,True,77,3,Chemicals,56.07,False,False,,False,False,False,False,DD,Materials,DuPont
False,False,False,,False,,3.66,AVG_PERF,13.9,24.9,7.34,False,False,False,False,False,14,0,Building Products,41.83,False,False,,False,False,False,False,FBHS,Industrials,Fortune Brands Home & Security
False,False,False,,False,,7.59,AVG_PERF,2.04,24.31,14.67,False,False,False,False,False,97,1,Insurance,39.45,False,False,,False,False,False,False,WRB,Financials,W. R. Berkley Corporation
False,False,False,,False,,14.08,OUT_PERF,10.41,32.18,7.7,False,False,False,False,False,54,1,Machinery,68.72,False,False,,False,False,False,False,WAB,Industrials,Wabtec
False,False,False,,False,,6.27,UNDER_PERF,2.98,15.15,5.9,False,False,False,False,False,108,0,Real Estate,10.03,False,False,,False,False,False,False,ARE,Real Estate,Alexandria Real Estate Equities
False,False,False,,False,,11.75,AVG_PERF,1.73,22.64,9.17,False,False,False,False,False,175,3,Banks,33.22,False,False,,False,False,False,False,PNC,Financials,PNC Financial Services
False,False,False,,False,,14.93,AVG_PERF,0.33,22.47,7.21,False,True,False,False,True,83,2,Pharmaceuticals,32.58,False,False,,False,False,False,False,BMY,Health Care,Bristol Myers Squibb
False,False,False,,False,,12.77,AVG_PERF,1.66,27.77,13.34,False,False,False,False,False,175,4,Banks,52.91,False,False,,False,False,False,False,C,Financials,Citigroup
False,False,True,,False,,5.65,AVG_PERF,10.04,22.36,6.67,False,False,False,False,False,107,1,Utilities,32.15,False,False,,False,False,False,False,LNT,Utilities,Alliant Energy
False,False,False,,False,,9.08,AVG_PERF,13.1,27.45,5.27,False,False,False,False,False,107,1,Utilities,51.63,False,False,,False,False,False,False,AWK,Utilities,American Water Works
False,False,False,,False,,4.82,UNDER_PERF,0.73,14.74,9.2,False,False,False,False,False,97,2,Insurance,9.19,False,False,,False,False,False,False,MET,Financials,MetLife
False,False,False,,False,,12.31,OUT_PERF,12.8,31.78,6.67,False,False,False,False,False,107,2,Utilities,67.35,False,False,,False,False,False,False,ATO,Utilities,Atmos Energy
False,False,False,,False,,16.72,AVG_PERF,4.4,27.42,6.31,False,False,False,False,False,35,4,Food Retailers,51.48,False,False,,False,False,False,False,WMT,Consumer Staples,Walmart
False,False,False,,False,,7.78,UNDER_PERF,2.48,16.37,6.12,False,False,False,False,False,57,2,Retailing,13.16,False,False,,False,False,False,False,BBWI,Consumer Discretionary,Bath & Body Works Inc.
False,True,False,,False,,13.68,AVG_PERF,9.2,29.2,6.32,False,False,False,False,False,54,2,Machinery,58.4,False,False,,False,False,False,False,PH,Industrials,Parker-Hannifin
False,False,False,,False,,7,AVG_PERF,16.39,29.18,5.79,False,False,False,False,False,39,3,Refiners & Pipelines,58.26,False,False,,False,False,False,False,PSX,Energy,Phillips 66
False,True,False,,False,,13.75,AVG_PERF,3.9,25.36,7.71,False,False,True,False,False,24,3,Construction & Engineering,43.56,False,False,,False,False,False,False,J,Industrials,Jacobs Engineering Group
False,False,False,,False,,6.54,UNDER_PERF,2.34,13.31,4.43,False,False,False,False,False,105,2,Software & Services,6.44,False,False,,False,False,False,False,CRM,Information Technology,Salesforce
False,True,False,,False,,9.95,AVG_PERF,10.63,29.12,8.54,False,False,True,False,False,35,3,Industrial Conglomerates,58.03,False,False,,False,False,False,False,HON,Industrials,Honeywell
False,False,False,,False,,3.92,UNDER_PERF,4.61,13.37,4.84,False,False,False,False,False,108,0,Real Estate,6.52,False,False,,False,False,False,False,DRE,Real Estate,Duke Realty Corp
False,False,False,,False,,8.06,UNDER_PERF,0.46,13.26,4.73,False,False,False,False,False,105,3,Software & Services,6.32,False,False,,False,False,False,False,MSFT,Information Technology,Microsoft
False,False,False,,False,,8.52,AVG_PERF,8.98,20.7,3.2,False,False,False,False,False,39,2,Refiners & Pipelines,26.43,False,False,,False,False,False,False,WMB,Energy,Williams Companies
False,False,False,,False,,9.87,AVG_PERF,0.7,20.28,9.71,False,False,False,False,False,89,1,Diversified Financials,25.01,False,False,,False,False,False,False,IVZ,Financials,Invesco
False,False,False,,False,,7.56,UNDER_PERF,2.17,14.79,5.06,False,False,False,False,False,57,3,Retailing,9.26,False,False,,False,False,False,False,TGT,Consumer Discretionary,Target Corporation
False,False,False,,False,,3.7,UNDER_PERF,3.23,13.02,6.1,False,False,False,False,False,108,0,Real Estate,5.82,False,False,,False,False,False,False,DLR,Real Estate,Digital Realty Trust
False,False,False,,False,,6.86,UNDER_PERF,0.65,16.27,8.76,False,False,False,False,False,55,3,Technology Hardware,12.87,False,False,,False,False,False,False,AAPL,Information Technology,Apple
False,False,False,,False,,9.44,AVG_PERF,8.09,21.66,4.13,False,False,False,False,True,94,2,Food Products,29.64,False,False,,False,False,False,False,GIS,Consumer Staples,General Mills
False,False,False,,False,,4.41,UNDER_PERF,5.76,18,7.83,False,False,False,False,False,31,4,Semiconductors,17.84,False,False,,False,False,False,False,QCOM,Information Technology,Qualcomm
False,False,False,,False,,6.34,UNDER_PERF,1.5,16.38,8.53,False,False,False,False,False,97,2,Insurance,13.2,False,False,,False,False,False,False,HIG,Financials,The Hartford
False,False,False,,False,,4.33,UNDER_PERF,2.6,13.44,6.52,False,False,False,False,False,25,2,Auto Components,6.69,False,False,,False,False,False,False,BWA,Consumer Discretionary,BorgWarner
False,False,False,,False,,9.71,OUT_PERF,17.53,34.87,7.64,False,False,False,False,False,66,2,Oil & Gas Producers,76.88,False,False,,False,False,False,False,COP,Energy,ConocoPhillips
False,False,False,,False,,7.31,UNDER_PERF,3.83,16.26,5.12,False,False,False,False,False,46,0,Transportation,12.84,False,False,,False,False,False,False,EXPD,Industrials,Expeditors
False,False,False,,False,,11.87,AVG_PERF,1.62,24.16,10.67,False,False,False,False,False,97,2,Insurance,38.95,False,False,,False,False,False,False,CB,Financials,Chubb
False,False,False,,False,,3.29,UNDER_PERF,10.48,17.56,3.78,False,False,False,False,False,9,2,Paper & Forestry,16.38,False,False,,False,False,False,False,WY,Real Estate,Weyerhaeuser
False,False,False,,False,,6,UNDER_PERF,6.97,18.74,5.78,False,False,False,False,False,31,0,Semiconductors,19.97,False,False,,False,False,False,False,TER,Information Technology,Teradyne
False,False,False,,False,,13.08,AVG_PERF,3.9,21.68,4.7,False,False,False,False,False,45,3,Consumer Services,29.73,False,False,,False,False,False,False,YUM,Consumer Discretionary,Yum! Brands
False,False,False,,False,,4.52,UNDER_PERF,5.11,14.9,5.27,False,False,False,False,False,31,1,Semiconductors,9.5,False,False,,False,False,False,False,LRCX,Information Technology,Lam Research
False,False,False,,False,,13.39,AVG_PERF,2.34,23.39,7.66,False,False,False,False,True,58,3,Healthcare,36,False,False,,False,False,False,False,MDT,Health Care,Medtronic
False,False,False,,False,,10.98,AVG_PERF,0.11,20.91,9.83,False,False,False,False,False,89,1,Diversified Financials,27.15,False,False,,False,False,False,False,DFS,Financials,Discover Financial Services
False,False,False,,False,,13.58,OUT_PERF,9.39,30.54,7.57,False,False,False,False,False,54,1,Machinery,63.18,False,False,,False,False,False,False,SNA,Industrials,Snap-on
False,True,False,,False,,7.53,AVG_PERF,9.25,23.82,7.03,False,False,False,False,False,31,0,Semiconductors,37.54,False,False,,False,False,False,False,ADI,Information Technology,Analog Devices
False,False,False,,False,,17.4,OUT_PERF,3.12,32.31,11.79,False,True,False,False,True,83,2,Pharmaceuticals,69.17,False,False,,False,False,False,False,LLY,Health Care,Eli Lilly & Co
False,False,False,,False,,9.27,AVG_PERF,9.14,23.8,5.39,False,False,False,False,False,94,2,Food Products,37.46,False,True,,False,False,False,False,STZ,Consumer Staples,Constellation Brands
